sucursal,modelo,talla,fecha,hora,cantidad,precio_unitario,descuento_pct,metodo_pago,tipo_cliente,vendedor
EdoMex_Nezahualcoyotl,SuperFaro,23,2025-09-28,22:18:31,2,1914,30,tarjeta_credito,nuevo,Cristal
EdoMex_Americas_Ecatepec,Gran Prix,26,2026-02-21,20:11:57,3,1391,10,transferencia,nuevo,Sessa
EdoMex_Sendero_Toluca,Panam Alfa,17,2021-07-04,15:11:50,4,1614,0,tarjeta_credito,nuevo,Verónica
CDMX_Satelite,084,19,2023-10-05,10:41:43,2,1364,0,tarjeta_debito,nuevo,Enrique
CDMX_Polanco,Urbano,19,2023-03-11,17:09:46,1,1174,0,tarjeta_debito,nuevo,Estela
EdoMex_Sendero_Toluca,Vaivén,25,2025-05-11,09:55:18,1,1155,15,tarjeta_debito,recurrente,Hilda
EdoMex_Chalco,Vital,16,2022-10-19,17:10:05,4,1283,10,efectivo,nuevo,Mario
CDMX_Rep_del_Salvador,Caimán,24,2024-11-03,23:47:00,3,1607,30,tarjeta_debito,recurrente,Olga
CDMX_Plaza_Ermita,Barracuda,18,2022-07-25,04:10:29,3,1109,15,tarjeta_debito,recurrente,Nancy
EdoMex_Chalco,SuperFaro,17,2022-11-23,21:03:07,3,1562,20,efectivo,recurrente,Rosa
Nuevo_Leon_Monterrey,084 Clásico,15,2025-09-10,19:09:42,1,1363,10,transferencia,nuevo,Raúl
CDMX_Condesa,Gran Prix,27,2022-10-10,21:01:24,1,1146,0,efectivo,recurrente,Ana Luisa
CDMX_Pino_Suarez,SuperFaro,24,2025-03-16,15:58:17,2,1737,20,efectivo,vip,Norma
CDMX_Condesa,Flip,26,2021-12-07,16:05:08,4,1372,15,efectivo,nuevo,Maximiliano
EdoMex_Chalco,RL15,29,2024-07-25,20:16:10,4,1389,5,tarjeta_credito,recurrente,Carmen
CDMX_Huipulco,Vaivén,26,2022-06-22,13:19:03,3,989,0,tarjeta_credito,nuevo,Flavio
EdoMex_Nezahualcoyotl,Urbano,19,2021-06-28,05:47:10,1,1203,0,tarjeta_credito,vip,Lorenzo
CDMX_Madero,SuperFaro,24,2025-10-17,18:58:10,3,1714,20,efectivo,nuevo,Juana
EdoMex_Sendero_Toluca,Ultra,25,2024-12-02,00:58:18,2,1262,0,transferencia,recurrente,Isaac
CDMX_San_Cosme,084 Campeón,25,2022-03-02,23:19:45,4,1045,10,efectivo,nuevo,José
CDMX_5_de_Mayo,Vital,28,2025-05-25,06:09:53,1,1048,5,tarjeta_credito,recurrente,Pilar
EdoMex_Chalco,Ultra,22,2021-09-06,01:33:50,2,1627,30,tarjeta_credito,recurrente,Luisa
CDMX_20_de_Noviembre,Perestroika,25,2025-08-18,13:43:58,4,1213,0,tarjeta_credito,recurrente,Genaro
EdoMex_Chimalhuacan,084 Diamante,26,2022-02-21,07:32:03,4,1542,20,efectivo,recurrente,Hilda
Puebla_Tehuacan,Urbano,24,2022-06-16,16:48:34,2,860,0,tarjeta_credito,recurrente,Olivia
CDMX_Zona_Rosa,SuperFaro,24,2025-12-08,06:51:52,4,1601,0,tarjeta_debito,nuevo,Abel
Quintana_Roo_Playa_del_Carmen,Panam Alfa,16,2025-01-07,09:31:19,1,1706,15,mercado_pago,recurrente,Liliana
CDMX_Centro,084,19,2024-12-04,19:15:40,1,1185,5,efectivo,nuevo,Beatriz
Michoacan_Uruapan,Ultra,27,2021-09-19,17:46:48,3,1524,5,tarjeta_debito,nuevo,Lucía
CDMX_Zona_Rosa,Caimán,25,2024-12-30,12:05:04,1,1241,10,efectivo,nuevo,Maximiliano
CDMX_Zona_Rosa,Perestroika,25,2025-06-13,16:30:59,3,1628,5,mercado_pago,nuevo,Carla
Chihuahua_Sendero,084,25,2024-04-30,19:17:21,3,1229,0,efectivo,nuevo,Nayeli
CDMX_Insurgentes,Vaivén,24,2026-04-01,17:28:08,2,1102,0,tarjeta_credito,recurrente,Federico
CDMX_Metrobus_Chilpancingo,084 Campeón,26,2024-12-19,17:34:33,5,1376,20,mercado_pago,nuevo,Gustavo
EdoMex_Sendero_Toluca,Barracuda,25,2023-07-07,13:01:35,3,1021,5,efectivo,nuevo,Helena
CDMX_Pino_Suarez,Panam Alfa,24,2023-04-30,04:12:15,3,1956,0,transferencia,recurrente,Emilio
EdoMex_Texcoco,Perestroika,23,2023-10-04,20:40:50,3,1514,0,transferencia,nuevo,Ofelia
CDMX_Regina,Flip,26,2025-12-22,02:18:38,5,829,20,mercado_pago,nuevo,Cynthia
EdoMex_Atlacomulco,084 Clásico,22,2023-07-17,18:07:10,7,1019,20,efectivo,recurrente,José María
CDMX_Tacubaya,084,12,2021-05-24,18:37:07,1,1252,30,efectivo,recurrente,Adalberto
Michoacan_Morelia_Centro,Barracuda,26,2026-04-07,12:37:55,3,1217,0,tarjeta_credito,recurrente,Liliana
CDMX_Madero,Ultra,25,2022-05-08,20:43:28,1,1462,0,efectivo,recurrente,Lilia
CDMX_Pino_Suarez,084 Diamante,24,2021-05-30,03:12:52,1,2086,0,tarjeta_debito,vip,Blanca
Michoacan_Uruapan,Vital,26,2023-02-04,23:54:54,3,991,30,tarjeta_credito,recurrente,Abigail
Quintana_Roo_Playa_del_Carmen,Vital,15,2024-10-29,00:29:08,1,1228,30,efectivo,recurrente,Ariadna
Puebla_Tehuacan,Perestroika,19,2022-04-03,22:12:28,2,1535,10,efectivo,nuevo,Jacinto
EdoMex_Plaza_Aragon,Panam Alfa,26,2024-12-21,12:59:13,2,1956,0,efectivo,recurrente,Tania
CDMX_Universidad,RL15,27,2026-04-30,11:09:06,3,1298,15,tarjeta_debito,vip,Patricio
EdoMex_Nezahualcoyotl,SuperFaro,24,2023-07-28,14:56:33,3,1926,0,efectivo,nuevo,Magdalena
CDMX_20_de_Noviembre,Perestroika,16,2024-12-13,17:49:30,5,1625,20,efectivo,nuevo,Martha
EdoMex_Nezahualcoyotl,SuperFaro,17,2024-06-16,19:11:12,1,1660,20,efectivo,vip,Perla
CDMX_5_de_Mayo,Caimán,18,2023-09-10,22:04:11,2,1478,30,efectivo,recurrente,Clara
EdoMex_Tenayuca,084 Diamante,24,2023-01-30,15:17:14,6,1883,0,efectivo,nuevo,Daniela
Morelos_Cuernavaca,Panam Alfa,20,2026-01-17,02:42:56,5,2103,10,efectivo,recurrente,Mariana
Puebla_Centro,Barracuda,21,2025-06-14,18:11:25,1,1200,0,efectivo,nuevo,José Carlos
Puebla_Centro,084 Campeón,27,2024-06-30,23:51:59,1,1286,0,tarjeta_debito,vip,Marisela
CDMX_Insurgentes,RL15,25,2026-01-25,19:58:36,3,1320,0,tarjeta_credito,recurrente,Ilse
CDMX_Metrobus_Durango,Perestroika,25,2023-07-05,05:49:09,3,1559,0,transferencia,nuevo,Víctor
EdoMex_Nezahualcoyotl,Caimán,28,2026-04-06,11:34:44,1,1504,5,tarjeta_debito,vip,Ana María
EdoMex_Chalco,Perestroika,25,2024-09-25,17:29:34,3,1190,0,tarjeta_credito,recurrente,Hernán
Puebla_Centro,Barracuda,24,2022-05-12,18:27:54,4,826,20,efectivo,vip,Maximiliano
CDMX_Huipulco,084 Campeón,25,2025-02-23,07:18:52,2,1234,0,tarjeta_credito,recurrente,Javier
CDMX_Metrobus_Durango,084,17,2022-03-15,08:06:10,2,1244,0,mercado_pago,nuevo,Marco Antonio
CDMX_Condesa,Urbano,16,2025-09-03,03:37:44,2,1293,15,efectivo,recurrente,Concepción
EdoMex_Plaza_Aragon,Flip,25,2024-03-24,06:32:29,2,746,15,transferencia,nuevo,María Eugenia
EdoMex_Atlacomulco,Caimán,16,2021-10-16,12:07:30,3,1124,20,efectivo,nuevo,Javier
EdoMex_Zumpango,084 Diamante,23,2024-08-28,16:27:35,1,2054,0,efectivo,nuevo,Sara
EdoMex_Nicolas_Romero,084 Clásico,18,2021-05-24,05:17:06,1,1117,0,efectivo,vip,Espartaco
CDMX_Metrobus_Chilpancingo,Vaivén,19,2022-08-02,07:15:37,6,759,0,efectivo,nuevo,Graciela
CDMX_Tacubaya,Caimán,25,2025-01-19,10:52:54,4,1364,10,mercado_pago,recurrente,Ernesto
CDMX_Plaza_Ermita,084 Campeón,19,2021-11-22,20:58:20,2,1311,30,efectivo,recurrente,Ramón
CDMX_Regina,RL15,24,2023-03-27,19:10:30,2,975,0,efectivo,recurrente,Beatriz
CDMX_Huipulco,084 Clásico,26,2022-01-11,10:58:56,4,1117,0,mercado_pago,nuevo,Patricia
CDMX_Regina,084 Diamante,14,2021-09-02,02:01:44,3,2068,0,efectivo,nuevo,Carlota
EdoMex_Nicolas_Romero,084 Clásico,25,2024-10-03,13:01:58,3,1212,0,tarjeta_credito,nuevo,Pilar
EdoMex_Sendero_Ixtapaluca,Vaivén,24,2025-10-12,11:46:33,1,1250,10,mercado_pago,recurrente,Salvador
EdoMex_Zumpango,084 Campeón,18,2021-11-02,07:32:27,2,1175,30,efectivo,vip,Jos
Hidalgo_Tula,084,17,2025-07-21,17:33:54,1,1193,0,tarjeta_debito,recurrente,Emilia
CDMX_Tacubaya,RL15,26,2021-06-10,01:24:44,2,1347,0,tarjeta_debito,recurrente,Lorenzo
Quintana_Roo_Playa_del_Carmen,084 Campeón,17,2025-10-03,15:05:45,2,1246,30,efectivo,nuevo,Salvador
CDMX_Del_Valle,084 Diamante,26,2023-01-02,20:08:18,2,2069,0,transferencia,nuevo,Armando
CDMX_San_Cosme,Flip,26,2025-09-09,23:59:37,3,1050,0,mercado_pago,recurrente,Leonor
CDMX_20_de_Noviembre,Ultra,17,2023-04-27,13:25:36,4,1429,5,efectivo,vip,Pilar
CDMX_Del_Valle,Flip,16,2022-10-16,08:20:50,3,836,0,tarjeta_debito,nuevo,Yuridia
CDMX_Tacubaya,084,26,2021-08-27,19:42:00,3,1123,20,transferencia,recurrente,Arcelia
CDMX_Centro,RL15,25,2023-05-21,03:03:14,1,1364,0,tarjeta_debito,recurrente,Trinidad
EdoMex_Sendero_Ixtapaluca,Perestroika,24,2021-05-08,16:12:26,1,1461,10,transferencia,nuevo,Jacobo
CDMX_Regina,Vaivén,26,2022-02-01,14:15:21,2,708,0,tarjeta_debito,vip,Rodolfo
CDMX_Rep_del_Salvador,Perestroika,16,2024-09-29,18:43:18,4,1120,0,tarjeta_credito,recurrente,Ángela
CDMX_Mixcoac,Urbano,18,2024-09-16,10:47:36,2,1328,0,transferencia,nuevo,Cristal
CDMX_Del_Valle,SuperFaro,26,2026-05-02,16:05:29,1,1537,0,tarjeta_debito,recurrente,Leonel
CDMX_Insurgentes,Urbano,19,2025-10-02,08:28:51,5,1353,10,efectivo,nuevo,Aldo
CDMX_Regina,SuperFaro,17,2021-12-06,23:15:14,1,1698,30,tarjeta_credito,recurrente,Espartaco
EdoMex_Nicolas_Romero,Vaivén,18,2026-01-09,07:23:07,3,831,0,efectivo,vip,Rufino
Nuevo_Leon_Monterrey,Vital,24,2026-02-07,21:20:17,1,980,0,transferencia,nuevo,Nancy
CDMX_Tacubaya,Ultra,23,2024-04-23,06:38:59,1,1564,0,mercado_pago,recurrente,Anabel
CDMX_Zona_Rosa,084 Campeón,26,2023-09-13,20:42:23,1,1030,10,transferencia,nuevo,Mauricio
CDMX_Madero,084 Diamante,26,2023-01-02,03:38:12,3,1977,15,efectivo,recurrente,Eugenia
CDMX_Zona_Rosa,Vital,18,2024-10-13,19:57:52,3,1130,20,efectivo,nuevo,Miriam
CDMX_Plaza_Ermita,Urbano,24,2021-05-22,05:37:27,2,1285,0,mercado_pago,nuevo,Ramiro
EdoMex_Toluca_Grand_Plaza,Caimán,27,2022-11-02,14:19:36,3,1355,0,efectivo,nuevo,Cristina
CDMX_Metrobus_Durango,084 Diamante,20,2025-08-27,14:38:08,4,1942,0,tarjeta_debito,recurrente,Fidel
EdoMex_Tepeyac,Flip,24,2026-02-06,09:18:43,1,953,0,tarjeta_debito,vip,Diego
CDMX_Universidad,084 Campeón,25,2025-08-18,01:47:58,1,1232,0,mercado_pago,recurrente,Sergio
CDMX_Rep_del_Salvador,Perestroika,29,2024-03-29,00:28:52,3,1557,30,efectivo,vip,Gabriel
EdoMex_Zumpango,084 Campeón,27,2025-09-18,12:12:57,3,766,0,efectivo,recurrente,Porfirio
Quintana_Roo_Playa_del_Carmen,084 Campeón,24,2025-12-03,23:46:13,4,1341,10,efectivo,recurrente,Miriam
CDMX_Metrobus_Durango,084 Campeón,16,2023-06-23,22:41:17,2,1090,10,efectivo,recurrente,Esparta
EdoMex_Toluca_Grand_Plaza,Vital,26,2024-07-22,07:55:50,4,1375,30,efectivo,nuevo,Marisol
CDMX_Plaza_Ermita,Caimán,24,2025-06-18,08:50:44,3,1203,5,tarjeta_credito,recurrente,Omar
CDMX_Madero,084,25,2024-03-28,01:43:43,3,1036,30,efectivo,nuevo,Fabiola
EdoMex_Plaza_Aragon,084 Clásico,26,2025-04-08,04:35:34,3,898,30,efectivo,recurrente,Natividad
EdoMex_Tenayuca,Gran Prix,23,2021-07-31,18:12:10,3,1335,15,efectivo,nuevo,Hilda
EdoMex_Texcoco,084 Campeón,13,2022-05-04,00:22:47,2,1019,30,efectivo,vip,Rafaél
CDMX_San_Cosme,Gran Prix,25,2021-12-03,15:59:52,2,1254,0,efectivo,nuevo,Carla
EdoMex_Americas_Ecatepec,Flip,18,2023-03-23,11:41:02,3,708,20,tarjeta_debito,recurrente,Zoé
CDMX_Mixcoac,084 Campeón,17,2023-04-22,03:37:13,1,1272,0,efectivo,nuevo,Abigail
CDMX_5_de_Mayo,Urbano,26,2024-11-09,03:29:45,3,906,0,efectivo,recurrente,Ángela
EdoMex_Sendero_Ixtapaluca,Perestroika,24,2025-09-28,12:07:58,2,1439,30,tarjeta_debito,nuevo,Magdalena
EdoMex_Chalco,Barracuda,24,2021-06-06,23:48:01,2,866,0,tarjeta_debito,recurrente,Ramón
CDMX_San_Cosme,084 Campeón,25,2023-06-18,02:12:58,1,703,0,tarjeta_credito,recurrente,Samuel
CDMX_Metrobus_Chilpancingo,Urbano,18,2022-02-20,18:04:22,1,1039,10,efectivo,nuevo,Claudia
CDMX_Plaza_Ermita,084,22,2024-04-04,07:37:28,2,775,5,efectivo,nuevo,Eduardo
CDMX_Huipulco,Barracuda,29,2026-01-24,17:08:37,2,1346,30,mercado_pago,nuevo,José Carlos
CDMX_Satelite,084,15,2025-05-27,09:20:14,4,990,0,efectivo,nuevo,Zeferino
CDMX_Mixcoac,Vaivén,24,2024-05-10,04:29:07,1,1267,0,efectivo,nuevo,Mariano
EdoMex_Sendero_Ixtapaluca,Ultra,25,2026-03-25,05:54:02,1,1121,0,efectivo,recurrente,René
CDMX_Regina,084 Diamante,27,2022-11-26,16:10:59,4,1715,0,tarjeta_debito,nuevo,Juan
CDMX_Plaza_Ermita,Gran Prix,25,2025-08-05,02:52:28,6,1239,30,transferencia,recurrente,Leonel
CDMX_Universidad,084 Clásico,16,2023-05-07,11:19:12,3,833,0,efectivo,nuevo,Óliver
EdoMex_Patio_Valle_De_Chalco,Gran Prix,23,2023-08-10,08:50:46,3,1139,0,mercado_pago,recurrente,Luis
CDMX_Zona_Rosa,Urbano,23,2023-04-19,21:44:21,2,1001,0,efectivo,nuevo,Lorenzo
CDMX_Pino_Suarez,Ultra,26,2023-06-22,13:25:40,3,1620,30,transferencia,nuevo,Rebeca
CDMX_Regina,084 Clásico,25,2024-05-17,22:06:43,1,1379,30,efectivo,recurrente,Jacinto
Nuevo_Leon_Monterrey,Gran Prix,24,2022-04-04,06:07:02,6,1175,0,efectivo,nuevo,Gerardo
CDMX_Plaza_Ermita,SuperFaro,27,2022-01-06,15:14:40,1,2006,15,efectivo,nuevo,Zoé
CDMX_Metrobus_Durango,084 Campeón,19,2025-07-16,10:32:29,3,907,15,transferencia,nuevo,Pilar
CDMX_Metrobus_Durango,Barracuda,29,2021-05-28,08:41:01,4,1086,30,efectivo,recurrente,María
EdoMex_Americas_Ecatepec,Ultra,24,2021-09-16,02:09:13,2,1237,0,efectivo,recurrente,Hilda
Nuevo_Leon_Monterrey,Vital,25,2024-07-04,01:12:24,3,1176,20,tarjeta_debito,nuevo,Reina
CDMX_Metrobus_Durango,Perestroika,26,2024-01-12,17:58:34,6,1476,15,efectivo,nuevo,Isabel
CDMX_Metrobus_Durango,Vaivén,27,2026-03-27,18:03:23,1,971,0,efectivo,nuevo,Roberto
CDMX_Tacubaya,084 Clásico,25,2025-07-10,15:53:11,6,933,0,efectivo,nuevo,José Emilio
CDMX_San_Jacinto,Urbano,22,2025-09-11,19:40:24,3,1391,5,efectivo,recurrente,Rolando
CDMX_Madero,Ultra,16,2024-09-24,22:49:57,1,1241,20,mercado_pago,nuevo,Martín
CDMX_Tacubaya,Barracuda,19,2026-04-03,10:03:36,1,1054,10,mercado_pago,recurrente,Gonzalo
CDMX_Condesa,084,26,2021-10-23,00:22:01,3,1224,0,transferencia,nuevo,Lorena
EdoMex_Tepeyac,Urbano,26,2024-12-12,13:04:00,4,1228,30,tarjeta_credito,recurrente,Helena
EdoMex_Toluca_Grand_Plaza,Perestroika,24,2025-12-12,21:22:04,2,1187,5,transferencia,nuevo,Antonio
CDMX_Centro,Caimán,16,2025-08-15,22:03:15,1,1560,20,efectivo,nuevo,Anabel
EdoMex_Toluca_Grand_Plaza,Panam Alfa,27,2024-09-12,00:26:53,3,1509,15,transferencia,recurrente,Jos
CDMX_Centro,Flip,17,2025-03-28,05:47:38,3,1135,10,tarjeta_credito,recurrente,Gerardo
EdoMex_Americas_Ecatepec,Barracuda,26,2025-10-03,18:57:45,3,723,30,tarjeta_credito,vip,Florencia
CDMX_Plaza_Ermita,Panam Alfa,24,2024-01-13,11:27:04,1,1838,30,tarjeta_debito,recurrente,Adán
CDMX_Pino_Suarez,RL15,25,2021-06-13,12:08:54,1,909,10,efectivo,nuevo,Yuridia
EdoMex_Sendero_Toluca,SuperFaro,13,2023-02-21,13:37:25,2,2083,15,tarjeta_debito,nuevo,Caridad
EdoMex_Sendero_Toluca,Vaivén,16,2026-04-16,21:54:00,2,1266,0,efectivo,recurrente,Felipe
EdoMex_Nicolas_Romero,SuperFaro,16,2024-02-12,21:04:07,3,1703,0,mercado_pago,nuevo,Ariadna
CDMX_20_de_Noviembre,Urbano,18,2023-07-23,15:28:48,4,1375,20,efectivo,nuevo,José Manuél
EdoMex_Patio_Valle_De_Chalco,084,17,2026-01-06,02:38:19,2,1120,10,efectivo,nuevo,Ramón
EdoMex_Chimalhuacan,Caimán,24,2023-05-14,13:09:50,1,1170,10,mercado_pago,recurrente,René
CDMX_Mixcoac,Panam Alfa,22,2025-05-11,04:50:39,2,1817,10,transferencia,recurrente,Perla
EdoMex_Zumpango,Vaivén,23,2024-04-07,17:54:48,1,1017,30,efectivo,recurrente,Aurora
Michoacan_Morelia_Centro,Perestroika,19,2022-11-30,04:23:04,3,1107,0,efectivo,recurrente,Ivonne
EdoMex_Texcoco,Vital,23,2024-12-14,22:15:33,1,1282,15,tarjeta_debito,recurrente,Luis Miguel
Morelos_Cuernavaca,084 Clásico,18,2024-11-29,20:37:17,3,1167,5,tarjeta_credito,recurrente,Berta
CDMX_5_de_Mayo,Barracuda,26,2024-06-15,00:58:28,1,879,10,efectivo,recurrente,Concepción
CDMX_Metrobus_Chilpancingo,Caimán,24,2023-09-23,13:28:34,2,1287,30,efectivo,recurrente,Estela
CDMX_Tacubaya,084 Campeón,20,2022-11-17,16:17:59,3,861,0,transferencia,recurrente,Micaela
EdoMex_Nicolas_Romero,084 Clásico,25,2022-06-19,05:13:54,1,922,15,efectivo,recurrente,Miriam
EdoMex_Chimalhuacan,084 Diamante,29,2023-04-17,21:57:32,3,1578,0,tarjeta_debito,recurrente,Felipe
CDMX_Huipulco,Caimán,26,2023-08-24,11:39:03,6,1358,0,tarjeta_debito,recurrente,Modesto
CDMX_Rep_del_Salvador,084 Clásico,26,2026-01-27,03:56:32,1,1391,15,efectivo,recurrente,Elsa
CDMX_Universidad,Urbano,26,2024-08-03,03:30:38,1,710,0,efectivo,vip,Julio César
CDMX_Rep_del_Salvador,Flip,24,2022-08-03,21:41:02,1,1175,15,tarjeta_debito,nuevo,Isaac
CDMX_Plaza_Ermita,Vital,23,2025-05-16,07:15:20,3,1148,0,tarjeta_debito,nuevo,Adán
CDMX_Universidad,Vaivén,16,2022-11-07,11:34:47,1,718,30,efectivo,nuevo,Dolores
EdoMex_Texcoco,RL15,18,2025-08-06,23:30:04,1,1387,0,tarjeta_credito,nuevo,Gustavo
CDMX_Insurgentes,Gran Prix,18,2025-09-30,01:37:16,2,735,20,efectivo,recurrente,Luz
EdoMex_Chalco,084 Diamante,27,2024-01-13,17:06:59,2,1815,15,efectivo,nuevo,Inés
EdoMex_Nicolas_Romero,RL15,26,2023-11-25,22:57:25,1,955,5,mercado_pago,nuevo,Pascual
EdoMex_Tepeyac,084,22,2026-02-17,06:52:03,3,714,5,transferencia,recurrente,Mayte
EdoMex_Sendero_Ixtapaluca,084 Clásico,15,2021-10-03,00:15:01,4,798,0,tarjeta_credito,nuevo,Clara
CDMX_San_Jacinto,084 Diamante,27,2022-03-11,06:52:58,6,1830,20,tarjeta_debito,recurrente,Jerónimo
CDMX_Polanco,RL15,27,2021-11-10,07:25:25,2,823,0,efectivo,nuevo,Marcos
CDMX_Pino_Suarez,Vaivén,19,2023-07-06,20:00:00,1,1369,5,efectivo,nuevo,Guillermina
EdoMex_Tenayuca,Vital,21,2022-03-02,23:34:34,1,985,30,efectivo,nuevo,Estela
CDMX_Condesa,Urbano,22,2024-03-12,12:35:13,3,1313,15,mercado_pago,nuevo,Ramiro
Morelos_Cuernavaca,Vaivén,16,2024-06-02,06:03:58,1,797,30,efectivo,recurrente,Arcelia
CDMX_Regina,RL15,24,2026-02-11,17:30:49,2,836,5,efectivo,recurrente,Mariana
CDMX_Plaza_Ermita,Flip,25,2023-07-17,11:23:49,3,1382,15,efectivo,nuevo,Ana María
Coahuila_Saltillo,Perestroika,27,2021-07-08,09:48:59,3,1338,20,tarjeta_debito,vip,Dalia
CDMX_San_Jacinto,Vital,20,2022-05-19,10:54:34,2,827,0,efectivo,nuevo,Anel
CDMX_La_Villa,Vital,25,2023-01-15,22:10:44,1,761,0,efectivo,nuevo,Mitzy
EdoMex_Tepeyac,Panam Alfa,26,2026-04-01,00:35:23,1,2157,0,efectivo,recurrente,Susana
EdoMex_Patio_Valle_De_Chalco,Perestroika,24,2025-12-05,15:39:11,2,1436,0,efectivo,recurrente,Jos
CDMX_San_Cosme,084 Campeón,24,2023-10-09,00:45:07,1,1124,0,tarjeta_credito,nuevo,Angélica
CDMX_Zona_Rosa,Flip,28,2024-02-11,19:16:32,2,910,20,efectivo,vip,Yolanda
EdoMex_Sendero_Ixtapaluca,Vital,26,2025-09-09,16:17:22,3,927,30,transferencia,recurrente,Inés
CDMX_Universidad,Vaivén,26,2025-02-24,08:18:41,3,706,0,transferencia,nuevo,Eloy
CDMX_Condesa,Urbano,16,2024-08-03,17:30:00,1,844,0,efectivo,nuevo,Pilar
CDMX_Huipulco,Urbano,18,2023-10-14,23:31:59,4,780,10,tarjeta_credito,nuevo,Frida
CDMX_Universidad,Urbano,15,2022-07-31,19:27:41,6,880,30,efectivo,nuevo,Joaquín
CDMX_Metrobus_Chilpancingo,Perestroika,25,2024-03-21,00:16:58,4,1306,0,transferencia,recurrente,Dolores
CDMX_Polanco,Gran Prix,23,2026-03-18,19:10:25,2,871,15,efectivo,recurrente,Cristal
Michoacan_Morelia_Centro,Caimán,28,2021-12-15,10:35:13,2,1593,0,tarjeta_credito,nuevo,Eloy
EdoMex_Americas_Ecatepec,084 Clásico,23,2022-09-23,02:20:40,1,1007,30,tarjeta_debito,recurrente,Ana Luisa
CDMX_Polanco,Vaivén,13,2023-04-16,19:56:59,3,1174,0,tarjeta_debito,nuevo,Zeferino
CDMX_Universidad,SuperFaro,15,2024-01-17,06:56:28,2,1639,15,efectivo,vip,Teresa
Hidalgo_Tula,084,19,2023-10-29,23:53:28,1,1212,5,tarjeta_debito,vip,Renato
CDMX_Metrobus_Durango,RL15,23,2024-09-17,10:04:24,3,1082,10,tarjeta_debito,recurrente,Reynaldo
CDMX_Condesa,084 Clásico,22,2025-02-18,00:48:53,3,739,0,efectivo,recurrente,Ariadna
CDMX_Mixcoac,Urbano,26,2026-05-05,06:41:49,1,961,5,tarjeta_debito,recurrente,Lilia
CDMX_Universidad,Gran Prix,24,2025-03-06,18:44:33,4,1366,10,mercado_pago,recurrente,Daniela
CDMX_Insurgentes,Vital,22,2022-10-09,14:55:45,6,1070,0,tarjeta_credito,recurrente,José Luis
CDMX_Universidad,Ultra,26,2021-07-18,13:19:45,3,1250,0,efectivo,recurrente,Gilberto
CDMX_5_de_Mayo,Vaivén,15,2023-05-06,17:51:30,1,794,10,efectivo,recurrente,Verónica
CDMX_Polanco,084 Clásico,26,2023-06-28,14:56:51,4,893,10,efectivo,nuevo,Eloy
CDMX_Polanco,Barracuda,23,2023-02-21,00:08:07,4,1245,10,tarjeta_debito,recurrente,Joaquín
CDMX_5_de_Mayo,084 Clásico,16,2024-09-22,08:39:06,2,1286,5,transferencia,nuevo,Felix
CDMX_5_de_Mayo,Urbano,28,2022-02-28,15:47:20,3,1107,0,efectivo,nuevo,Cristian
CDMX_Pino_Suarez,SuperFaro,15,2025-05-16,22:04:37,1,1571,10,tarjeta_debito,recurrente,María Elena
CDMX_Universidad,Caimán,17,2021-10-22,00:18:09,4,1483,0,tarjeta_credito,nuevo,Amador
CDMX_Plaza_Ermita,Vaivén,28,2024-09-22,06:11:09,2,812,15,tarjeta_debito,nuevo,Linda
EdoMex_Patio_Valle_De_Chalco,Urbano,12,2022-01-21,10:26:48,1,887,0,efectivo,vip,Fernando
EdoMex_Toluca,Caimán,23,2023-08-01,04:38:46,7,1211,0,efectivo,nuevo,Rebeca
CDMX_Rep_del_Salvador,084 Diamante,18,2022-09-02,04:52:57,1,1850,0,tarjeta_debito,recurrente,Enrique
EdoMex_Toluca_Grand_Plaza,084 Diamante,18,2024-08-30,23:49:37,4,1772,0,tarjeta_credito,recurrente,Wilfrido
CDMX_Satelite,084 Campeón,17,2023-04-20,08:48:24,5,1234,0,efectivo,recurrente,Oswaldo
CDMX_Mixcoac,Ultra,24,2023-10-07,16:25:53,5,1584,5,tarjeta_debito,nuevo,Esparta
CDMX_Huipulco,Flip,25,2022-06-04,12:43:38,4,945,5,tarjeta_credito,nuevo,Guillermo
CDMX_5_de_Mayo,084 Campeón,25,2025-10-30,07:32:31,3,1038,0,efectivo,recurrente,Jorge
CDMX_Madero,RL15,24,2021-08-04,13:13:02,3,842,0,tarjeta_debito,recurrente,Armando
CDMX_Mixcoac,Ultra,24,2024-05-20,10:47:53,2,1354,5,tarjeta_debito,recurrente,Alejandra
CDMX_Zona_Rosa,SuperFaro,26,2025-05-26,03:27:27,4,2176,0,efectivo,recurrente,Georgina
Quintana_Roo_Playa_del_Carmen,Flip,21,2025-12-12,07:39:48,1,1068,0,mercado_pago,recurrente,Ricardo
EdoMex_Chimalhuacan,Perestroika,19,2026-01-06,01:17:13,3,1596,10,tarjeta_credito,recurrente,Esperanza
CDMX_Huipulco,Gran Prix,22,2022-07-01,13:41:04,6,1187,0,tarjeta_credito,nuevo,Margarita
CDMX_Insurgentes,Urbano,25,2022-11-08,19:35:44,1,1232,30,tarjeta_credito,recurrente,Nelly
CDMX_Mixcoac,084 Campeón,19,2025-03-26,05:07:54,5,789,0,transferencia,vip,Salma
CDMX_Del_Valle,Perestroika,16,2026-02-23,00:31:05,6,1556,0,tarjeta_debito,recurrente,Elvia
CDMX_Satelite,Vital,19,2025-10-20,02:46:44,1,1375,0,efectivo,vip,Silvia
CDMX_Tacubaya,084,17,2025-11-21,04:37:00,3,1034,10,tarjeta_credito,nuevo,Wilfrido
