usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla,sentimiento_calculado,score_sentimiento,n_palabras_positivas,n_palabras_negativas,n_emojis_positivos,n_emojis_negativos,tiene_caps,n_exclamaciones,amplificador,es_influencer,urgencia,acierto
vcovarrubias,5784,084,gris,3,"Regulares los 084, esperaba un poquito más pero también un poquito menos",tiktok,0,True,False,2025-05-20 01:48:45,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,True,False,False
whuerta,4,Flip,azul,5,"Cumple lo prometido, los Flip están bien para el uso diario 👍🏼",facebook,175,True,False,2023-06-13 11:03:08,positivo,positivo,0.611,1,0,2,0,False,0,1.0,False,False,True
lilia73,2225,Gran Prix,rosa,3,"Regulares los Gran Prix, esperaba un poquito más pero también un poquito menos",google_reviews,9,True,False,2023-09-06 10:59:27,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
tbernal,149,084 Clásico,azul,5,Por fin unos tenis que duran! Los 084 Clásico ya tienen 8 meses y siguen como nuevos 💪,twitter,73,False,True,2023-10-11 00:57:24,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
ricardomeza,163,Gran Prix,blanco,3,Me gustaron los Gran Prix aunque son un poco apretados al principio 😬 ya cedieron,facebook,14,True,False,2024-01-24 14:47:39,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
chavarriaisrael,188,084 Campeón,negro,4,"AMO mis 084 Campeón 💖 ya pedí otro par en otro color, hermosos",amazon,12,True,False,2023-04-24 19:37:38,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
tcorral,415,Urbano,azul,3,Muy decepcionada con mis Urbano 💔 esperaba muchísimo más por el precio que pagué 🙄,amazon,22,True,False,2023-03-02 01:00:15,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,False,True
pedrozacristina,3302,Vital,rosa,4,"Súper recomendados los Vital, no me los quería quitar 😂❤️",tiktok,36,True,False,2024-02-28 07:49:33,positivo,positivo,0.729,2,0,2,0,False,0,1.0,False,False,True
dpelayo,187,Vaivén,blanco,3,"Normales los Vaivén, ni bien ni mal 🤷‍♂️",twitter,12,True,False,2023-02-07 22:12:40,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
xordonez,539,084 Diamante,beige,3,"Compré los 084 Diamante, son tenis. Punto.",amazon,18,True,False,2026-04-24 23:38:20,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
velasquezcaridad,2292,084 Campeón,beige,5,Mis 084 Campeón son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,google_reviews,0,True,False,2025-05-27 05:42:29,positivo,positivo,0.875,2,0,6,0,True,0,1.2,False,False,True
morateodoro,13,Vaivén,gris,4,"Los mejores tenis que he tenido!! Los Vaivén son cómodos, bonitos y baratos 👌🔥",tiktok,117,False,False,2024-08-29 23:02:00,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
vtijerina,2,Panam Alfa,negro,3,"Muy cómodos los Panam Alfa, me los recomendó mi hermana ✌️ buena compra",amazon,76,False,False,2025-12-28 02:05:51,positivo,positivo,0.694,2,0,1,0,False,0,1.0,False,False,True
inesgaona,4,Urbano,beige,5,Mejor compra del año!! Los Urbano son una BELLEZA 🔥🔥🔥 #PanamForever,facebook,30,False,True,2023-09-01 07:03:12,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
bruelas,132,Panam Alfa,rosa,2,Buena calidad los Panam Alfa pero la entrega tardó 3 semanas 😑 ojo con eso,facebook,19,False,False,2024-08-26 10:48:57,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
wendolin62,308,084 Clásico,verde,1,BASURA los 084 Clásico 🤮 me lastimaron los pies horrible 👎 nunca más,instagram,10,False,False,2025-04-27 10:39:24,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,False,False,True
rociotejeda,22,Caimán,gris,5,"Buenos los Caimán, me gustaron 👍 cumplen lo prometido",facebook,32,False,False,2021-07-29 02:17:08,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
kvillarreal,51,084 Campeón,blanco,1,Terrible experiencia con los 084 Campeón 💔 mala calidad y peor servicio al cliente 😡,twitter,9,True,False,2021-07-29 12:23:48,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,False,True
porrashector,30,084 Campeón,negro,5,"Me gustaron los 084 Campeón, cómodos y bonitos para diario 🙂",google_reviews,30,True,True,2025-04-09 18:15:10,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
brunohurtado,7551,084 Diamante,verde,5,"Me gustaron los 084 Diamante, cómodos y bonitos para diario 🙂",facebook,2,True,False,2024-07-27 03:33:16,positivo,positivo,0.708,3,0,1,0,False,0,1.0,True,False,True
manuel75,159,Urbano,gris,1,Horrible calidad los Urbano 😠 ni para regalar #malacompra #panam,twitter,4,True,False,2024-03-19 21:23:10,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
wledesma,118,Caimán,negro,4,"Los Caimán están ok, nada del otro mundo 🤷",google_reviews,24,False,False,2024-12-06 01:40:24,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
emiliano70,95,084 Campeón,negro,2,NO LOS COMPREN!! Mis 084 Campeón se despegaron en una semana 😤 estafa total,instagram,11,True,False,2025-12-07 05:31:16,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,False,True
montezmateo,7,Panam Alfa,beige,5,Por fin unos tenis que duran! Los Panam Alfa ya tienen 8 meses y siguen como nuevos 💪,amazon,31,False,False,2021-12-05 12:04:40,positivo,positivo,0.55,0,0,1,0,False,1,1.1,False,False,True
angulooswaldo,2284,084,gris,1,Me quedaron grandes los 084 y la talla era la correcta 😒 mala medición,twitter,14,True,False,2023-01-15 16:55:52,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
corraloctavio,70105,Caimán,azul,1,Terrible experiencia con los Caimán 💔 mala calidad y peor servicio al cliente 😡,tiktok,5,True,False,2022-06-02 11:14:22,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,True,False,True
kcarrero,1392,Vaivén,rojo,5,"Me gustaron los Vaivén, cómodos y bonitos para diario 🙂",twitter,13,False,False,2023-03-14 12:08:08,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
xhidalgo,40,084 Diamante,gris,5,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",twitter,6,False,False,2024-06-25 10:20:21,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
paolazepeda,17,Urbano,beige,4,"Regulares los Urbano, esperaba un poquito más pero también un poquito menos",facebook,17,True,False,2022-04-27 03:42:39,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
zacariascardenas,173,Panam Alfa,rosa,1,Decepción total los Panam Alfa 😞 se ven baratos y se rompen aún más rápido 👎,twitter,44,False,False,2026-04-08 05:22:58,negativo,negativo,-0.312,1,1,0,2,False,0,1.0,False,False,True
marreromiriam,26,084 Diamante,rosa,1,Horrible calidad los 084 Diamante 😠 ni para regalar #malacompra #panam,facebook,6,True,False,2024-07-15 08:26:11,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
efarias,946,084 Diamante,rosa,3,"10/10 los 084 Diamante ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,22,False,False,2023-05-30 19:41:02,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
maderaolga,6760,Urbano,rojo,3,Bonitos los Urbano pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,google_reviews,13,True,True,2022-05-17 10:02:27,mixto,positivo,0.278,2,1,0,0,False,0,1.0,True,False,True
montenegroluisa,40,084 Campeón,blanco,5,Increíbles!! Los 084 Campeón se ven y se sienten premium 🔝🔥 vale cada peso,facebook,10,True,True,2024-12-27 05:42:03,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
dario85,56,084 Campeón,rojo,4,"Decentes los 084 Campeón, no son los mejores pero cumplen 🙂",twitter,113,True,False,2021-06-14 14:56:01,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
gsaiz,254,Vaivén,blanco,5,"Decentes los Vaivén, no son los mejores pero cumplen 🙂",amazon,5,False,False,2025-01-12 05:22:08,positivo,neutro,0.111,1,1,1,0,False,0,1.0,False,False,False
sara72,134,SuperFaro,beige,5,"Los mejores tenis que he tenido!! Los SuperFaro son cómodos, bonitos y baratos 👌🔥",instagram,100,True,False,2025-01-18 07:47:47,positivo,positivo,0.9,3,0,2,0,False,2,1.2,False,False,True
lilianajiminez,404,084 Clásico,azul,2,"Compré los 084 Clásico, son tenis. Punto.",facebook,39,False,False,2025-12-03 08:36:06,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
brivero,21,Vaivén,blanco,1,Me quedaron grandes los Vaivén y la talla era la correcta 😒 mala medición,amazon,16,True,True,2023-08-18 04:32:36,negativo,negativo,-0.667,0,1,0,1,False,0,1.0,False,False,True
oscar14,32,084 Campeón,negro,1,Pésima atención y los 084 Campeón llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,twitter,35,True,False,2025-03-06 21:45:17,negativo,negativo,-0.792,0,2,0,2,False,0,1.0,False,False,True
fridavargas,4,084 Campeón,rojo,4,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,instagram,47,True,False,2024-07-26 19:00:43,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
andres75,130,Vaivén,beige,5,Excelentísimos los Vaivén ✨ los uso para correr y son perfectos 🏃‍♂️💨,tiktok,38,True,False,2022-11-22 06:29:01,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
wgalindo,13,084 Diamante,gris,5,Increíbles!! Los 084 Diamante se ven y se sienten premium 🔝🔥 vale cada peso,facebook,7,False,False,2023-07-17 23:40:24,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
rolando94,1110,SuperFaro,blanco,5,Mejor compra del año!! Los SuperFaro son una BELLEZA 🔥🔥🔥 #PanamForever,twitter,14,False,False,2026-01-27 02:18:15,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
sierrajuan,46,Barracuda,gris,1,BASURA los Barracuda 🤮 me lastimaron los pies horrible 👎 nunca más,twitter,45,True,False,2022-01-27 07:17:11,negativo,negativo,-0.98,0,3,0,2,True,0,1.2,False,False,True
cristinasaenz,470,084 Diamante,blanco,4,"Buenos los 084 Diamante, me gustaron 👍 cumplen lo prometido",google_reviews,88,True,False,2026-01-25 04:27:35,positivo,positivo,0.75,3,0,1,0,False,0,1.0,False,False,True
guillerminasalas,98,084 Campeón,negro,4,Cómodos los 084 Campeón pero el color destiñe en 2 lavadas 😕 mitad y mitad,amazon,65,True,True,2025-02-26 17:50:15,mixto,neutro,-0.139,1,1,0,1,False,0,1.0,False,False,True
cabansergio,176,084 Campeón,beige,4,Bonitos los 084 Campeón pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,twitter,42,False,False,2023-03-25 18:56:48,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
tguerrero,108,084 Campeón,azul,3,"Compré los 084 Campeón, son tenis. Punto.",google_reviews,23,True,False,2026-04-17 03:26:56,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
guadalupe88,326,084 Campeón,blanco,5,Compré los 084 Campeón para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,amazon,54,True,False,2024-04-08 07:55:49,positivo,positivo,1.0,3,0,1,0,True,0,1.2,False,False,True
vurbina,63,084 Diamante,verde,2,PÉSIMOS los 084 Diamante 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,104,False,False,2024-05-03 08:24:55,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,True,True
tjuarez,2,Gran Prix,rojo,4,MARAVILLOSOS los Gran Prix 😍 como caminar en nubes ☁️☁️ los amo,google_reviews,31,False,False,2023-06-26 09:32:17,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
gerardoespinoza,19,Barracuda,gris,5,"Me gustaron los Barracuda, cómodos y bonitos para diario 🙂",twitter,34,False,False,2024-01-11 16:28:53,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
tellojose-luis,779,Caimán,verde,5,"AMO mis Caimán 💖 ya pedí otro par en otro color, hermosos",facebook,118,False,True,2022-12-22 09:51:05,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
ilselebron,1,084 Campeón,rosa,3,Horrible calidad los 084 Campeón 😠 ni para regalar #malacompra #panam,google_reviews,140,True,False,2025-10-22 07:16:54,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,True,True
felipe34,292,084 Diamante,gris,1,PÉSIMOS los 084 Diamante 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,facebook,48,True,False,2023-04-13 01:53:44,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,False,True
jose-carlos40,64,Caimán,rosa,2,NO LOS COMPREN!! Mis Caimán se despegaron en una semana 😤 estafa total,twitter,77,True,False,2025-11-20 19:31:14,negativo,negativo,-1.0,0,2,0,1,True,2,1.6,False,True,True
robertoarmenta,781,084 Clásico,verde,5,Me encantaron mis 084 Clásico 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,tiktok,1,True,False,2021-10-22 17:16:33,positivo,positivo,0.98,3,0,2,0,False,2,1.2,False,False,True
gilberto71,26,Barracuda,gris,2,Terrible experiencia con los Barracuda 💔 mala calidad y peor servicio al cliente 😡,instagram,104,True,False,2021-06-13 10:05:45,negativo,negativo,-0.542,1,3,0,2,False,0,1.0,False,True,True
gloria77,86,Gran Prix,beige,4,"AMO mis Gran Prix 💖 ya pedí otro par en otro color, hermosos",tiktok,79,False,True,2024-03-29 20:23:50,positivo,positivo,1.0,2,0,1,0,True,0,1.2,False,False,True
camilohernadez,20,084 Clásico,verde,5,Increíbles!! Los 084 Clásico se ven y se sienten premium 🔝🔥 vale cada peso,amazon,64,False,False,2025-05-29 13:35:30,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
barraganconcepcion,339,Urbano,rojo,2,"Esperaba más de los Urbano, la suela es muy delgada 😕 regulares",amazon,14,True,False,2025-07-12 02:48:10,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,False,True
velazquezruby,6333,084 Campeón,gris,4,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,twitter,119,True,False,2021-10-19 20:54:13,positivo,positivo,0.76,2,0,3,0,True,0,1.2,True,False,True
isaacvalladares,549,084 Diamante,verde,1,Horrible calidad los 084 Diamante 😠 ni para regalar #malacompra #panam,amazon,8,True,False,2023-12-06 07:08:22,negativo,negativo,-0.25,1,1,0,1,False,0,1.0,False,False,True
guzmangenaro,132,Panam Alfa,verde,1,"Los Panam Alfa no me convencieron, son muy regulares para el precio 🤷‍♀️",twitter,47,True,True,2026-02-03 04:27:45,negativo,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,True
mzelaya,184,RL15,blanco,5,Increíbles!! Los RL15 se ven y se sienten premium 🔝🔥 vale cada peso,amazon,59,True,False,2023-04-07 11:58:25,positivo,positivo,0.9,2,0,2,0,False,2,1.2,False,False,True
craya,633,Ultra,verde,3,Bonitos los Ultra pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,tiktok,8,False,False,2023-11-16 03:46:39,mixto,positivo,0.278,2,1,0,0,False,0,1.0,False,False,True
kmagana,3591,Urbano,azul,2,"Mala compra los Urbano, no son lo que esperaba ☹️ poco durables",tiktok,136,True,True,2021-11-09 10:37:06,negativo,negativo,-0.167,1,1,0,1,False,0,1.0,False,True,True
francorosalia,53,Panam Alfa,negro,3,Buena calidad los Panam Alfa pero la entrega tardó 3 semanas 😑 ojo con eso,tiktok,6,False,False,2023-02-20 22:42:02,mixto,neutro,0.146,2,1,0,1,False,0,1.0,False,False,True
veronica12,165,Gran Prix,blanco,2,Me gustaron los Gran Prix aunque son un poco apretados al principio 😬 ya cedieron,instagram,44,True,False,2023-05-21 13:09:55,mixto,neutro,-0.083,1,1,0,1,False,0,1.0,False,False,True
maria-josebenavidez,1323,084,verde,4,Excelentísimos los 084 ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,20,True,False,2022-09-04 15:26:22,positivo,positivo,0.5,1,0,3,0,False,0,1.0,False,False,True
paredesestela,19,084,blanco,2,"Regulares los 084, esperaba un poquito más pero también un poquito menos",facebook,11,True,False,2025-05-05 06:44:07,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
antonio34,5,084 Diamante,blanco,3,"Regulares los 084 Diamante, esperaba un poquito más pero también un poquito menos",tiktok,6,False,True,2023-10-01 16:31:52,neutro,negativo,-0.833,0,1,0,0,False,0,1.0,False,False,False
rbatista,88,Panam Alfa,gris,1,"Incomodísimos los Panam Alfa, me lastimaron los pies después de 1 hr 😣",instagram,7,True,False,2023-05-01 12:51:41,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,False,True
rosalia93,7,Panam Alfa,rosa,5,"10/10 los Panam Alfa ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",facebook,27,False,False,2024-12-17 04:10:50,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
tovarmauricio,5990,084 Diamante,verde,3,"Los 084 Diamante están ok, nada del otro mundo 🤷",instagram,0,True,False,2022-08-12 04:58:33,neutro,neutro,0.0,0,0,0,0,False,0,1.0,True,False,True
horacio10,1412,084 Campeón,verde,1,"Esperaba más de los 084 Campeón, la suela es muy delgada 😕 regulares",google_reviews,162,True,False,2022-10-03 19:37:15,negativo,negativo,-0.625,0,1,0,1,False,0,1.0,False,True,True
noemi94,25507,084 Diamante,rosa,4,"Cumple lo prometido, los 084 Diamante están bien para el uso diario 👍🏼",amazon,3,True,False,2025-01-29 17:10:34,positivo,positivo,0.611,1,0,2,0,False,0,1.0,True,False,True
rochauriel,167,084 Campeón,azul,1,"Incomodísimos los 084 Campeón, me lastimaron los pies después de 1 hr 😣",tiktok,114,True,False,2024-10-07 20:43:54,negativo,negativo,-0.722,0,2,0,1,False,0,1.0,False,True,True
jaqueline87,139,084 Campeón,rosa,5,"10/10 los 084 Campeón ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",twitter,41,True,False,2025-01-25 09:11:18,positivo,positivo,0.714,2,0,5,0,False,0,1.0,False,False,True
zamoraaurelio,50,Barracuda,rojo,5,"Yo súper feliz con mis Barracuda 🥹 mejor inversión del mes, los recomiendo muchísimo",facebook,30,True,False,2025-01-07 13:54:48,positivo,positivo,0.8,4,0,1,0,False,0,1.0,False,False,True
pamela40,1793,084 Diamante,rosa,1,Muy decepcionada con mis 084 Diamante 💔 esperaba muchísimo más por el precio que pagué 🙄,amazon,8,True,True,2022-02-14 01:20:51,negativo,negativo,-0.667,0,1,0,2,False,0,1.0,False,False,True
yuridiavelasquez,2,RL15,verde,5,BUENÍSIMOS los RL15!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,facebook,146,True,False,2026-05-04 10:34:48,positivo,positivo,1.0,3,0,4,0,True,2,1.4,False,False,True
jimenezmitzy,16,084 Clásico,negro,3,MARAVILLOSOS los 084 Clásico 😍 como caminar en nubes ☁️☁️ los amo,google_reviews,1,True,True,2021-09-08 07:24:44,positivo,positivo,0.76,2,0,3,0,True,0,1.2,False,False,True
gloriasolano,4937,Ultra,azul,4,"Me gustaron los Ultra, cómodos y bonitos para diario 🙂",facebook,53,True,True,2025-02-08 06:32:07,positivo,positivo,0.708,3,0,1,0,False,0,1.0,False,False,True
jose-eduardo96,628,084 Campeón,verde,4,Bonitos los 084 Campeón 👌 buen precio para la calidad,twitter,0,True,False,2025-07-12 01:15:16,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
rodrigezandrea,15,Flip,negro,5,Bonitos los Flip 👌 buen precio para la calidad,amazon,9,False,False,2024-10-26 00:09:44,positivo,positivo,0.722,2,0,1,0,False,0,1.0,False,False,True
adriana12,91,084 Clásico,gris,2,"Los 084 Clásico son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",twitter,64,False,False,2024-02-24 23:27:54,negativo,negativo,-1.0,0,3,0,1,True,0,1.4,False,True,True
ssaldivar,70,Gran Prix,rojo,3,"Normales los Gran Prix, ni bien ni mal 🤷‍♂️",facebook,7,True,False,2024-10-01 11:24:19,neutro,neutro,0.0,0,0,0,0,False,0,1.0,False,False,True
renteriaernesto,485,084 Campeón,blanco,2,PÉSIMOS los 084 Campeón 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,tiktok,0,True,False,2024-01-08 11:37:13,negativo,negativo,-1.0,0,2,0,3,True,0,1.4,False,False,True
aida16,79,084 Campeón,verde,5,Mejor compra del año!! Los 084 Campeón son una BELLEZA 🔥🔥🔥 #PanamForever,twitter,1,False,False,2025-09-21 02:35:56,positivo,positivo,1.0,1,0,3,0,True,2,1.4,False,False,True
